리뷰,점수,감정판단
작아서 한치수큰걸삿ㄱ어요 품은 이게맞는대 기장은 라지가맞네요 ^^,5,1
좋아용.아이가 겨울에는 추워해서 잘때 옷입혀주니 편하게자요,5,1
배송도 빠르고 옷이 너무 귀엽고 보드라워요 사람조끼도 있음 사고 싶을정도로 이쁘네요~~~,5,1
얘는 좀 작게나온거같아여 ㅠ 그래도 옷은이쁩니다,5,1
좋아서 재구매했어요!,5,1
좋아서 재구매했어요,5,1
강아지한테 입혀줬더니 너무 예뻐요  모자를 씌여주니깐 너무 커서 눈이 가려져요  모자말고는 맘에들어요 이번겨울에 따뜻하게 보낼 수 있을거 같아요,5,1
새해 맞이 여행으로 사서 잘 놀다왔어요 너무 귀엽고 딱 맞아서 만족해요,5,1
털깎았을때 집안에서 썰렁하지않게 평상복으로 딱입니다,5,1
패딩 안에 이너로 입혀요~ 불편할까 걱정했는데 잘 다니네요,5,1
싸게사서 잘 입히고있어요 ㅎㅎ,5,1
두번째 구매해서 잘 입히고 있습ㄴ다,5,1
만족하며잘 입히고 있습니다,5,1
잘입히고  있습니다,5,1
아이가 편안해해요. 사이즈만 있음 더 샀을텐데,5,1
편하게 잘 쓰고 있어요. 좋아요.,5,1
다리부분은 길어서 조금 자르고 다시 꿰맸어요 그거말곤 너무 귀엽고 산책갈때도 따뜻하게 갈수있어 좋아요,5,1
계속해서 잘입고 다니고있습니다.,5,1
입혀 놓으면 너무너무 귀여워요,5,1
옷은 넘좋은대 지퍼가 등에있어야 편한대말이죠 ㅠ ㅠ  그거빼면 아주좋아요.,5,1
작아서 한치수큰걸삿ㄱ어요 품은 이게맞는대 기장은 라지가맞네요 ^^,5,1
좋아용.아이가 겨울에는 추워해서 잘때 옷입혀주니 편하게자요,5,1
배송도 빠르고 옷이 너무 귀엽고 보드라워요 사람조끼도 있음 사고 싶을정도로 이쁘네요~~~,5,1
얘는 좀 작게나온거같아여 ㅠ 그래도 옷은이쁩니다,5,1
다른데서 산 조끼랑 입혔는데 찰떡이에요,5,1
좀 작은고같지만 잘받았습니당,5,1
가격도 측하고  디자인고 이쁜데 제품이 고 퀄리티라 깜짝 놀랐어여... 김사합니다  많이 파세요 ~,5,1
생각보다 싸이즈가 커서 아쉬웠어요,5,1
생각보다 싸이즈가커서 잘안입네요,5,1
긔엽고 소재도좋은것같아요,5,1
긔엽고 소재도좋은것같아요,5,1
실물 너무 귀엽고 아기옷같아요 ㅎㅎㅎ,5,1
"봄가을외출복, 실내복으로 좋네요",5,1
가격에 비해 좋은 상품이구 입혀봤더니 너무 귀여웡 ㅋㅋ,5,1
이거 진짜 면이 좋아요,5,1
면이 진짜좋아요^^,5,1
사이즈선택미스긴한데 디자인은 귀여워효,5,1
우리애기한텐 조금 불편해보이네요ㅜㅜ,5,1
제가원하는 색깔이 아니여서 당황 크림색 강아지에 노랑색옷이라 좀~~~ 그래도원단이 부드럽고 편한거같아요,5,1
핑크색구입 입혀보니   귀엽구 따뜻해요~,5,1
스판이 좋아서 맘에들어요 ㅎㅎ,5,1
활동하기편하고 좋아요,5,1
귀엽고 맘에들어용!!!,5,1
진짜 귀여워요!!!,5,1
배송도 빠르고 옷도 좋네요,5,1
3.2키로 미디움사니까 딱 이뿌게 맞아요 만족,5,1
옷 다 재질도 좋고 일단 따뜻하게 입히는데 저렴해서 너무좋습니다 신발만ㅜ 개님이 안맞아서 꾸역꾸역신기네요 개님 특성상 발구조가 특이하니 어쩔수없는부분입니당ㅋㅋㅋ,5,1
부드럽고 가벼워서 좋네요.,5,1
"부들부들 편하고 입혀놓으면 귀여워용ㅎㅎ 사이즈 선택할 때 품이 너무 클 것 같지 않다면, 약간 크게 입더라도 몸길이에 맞춰서 사시는 게 좋을 것 같아요!",5,1
디자인도 예쁘고 화면과 같아요! 몸길이 31cm에 몸무게 6kg가 살짝 넘는 강아진데 2XL 사이즈가 살짝 널널하게 맞았어요! 길이는 길었습니다.,5,1
털이 빠지긴 하는데 정말 너무나 귀여워요ㅠㅠㅠ하..... 정말 짱귀야워여,5,1
"옷 색감도 예쁘고 입혀놓으니 귀여워요! 잘샀다는 생각이 팍 들었어요ㅎㅎ 등길이 40cm, 가슴둘레 38~40cm 정도인 푸들인데, XL 사이즈 예쁘게 잘맞았어요!",5,1
스판은 엄청 있진않지만 궈여움 2배로 만들어줒니당,5,1
옷은 너무 귀여운데 신축성이 아예 없어요ㅠ 그래서 애가 불편해하는듯해용 ㅠㅠ,5,1
사이즈 안 맞을까 걱정했는데 등도 넉넉하고 목도 졸리지 않고 괜찮아요.^^,5,1
사이즈가 약간 더 크면 좋을텐데 그래도 괜챦아요 재질도 좋구요,5,1
목부분이 좀 불편해보이지만 사이즈는 넉넉하고 잘맞아요,5,1
색상도 잘맞고 이쁘게 잘입혓어요,5,1
보온이 아주 좋아요,5,1
얇지만 가볍고 포근해서 따뜻하겠어요,5,1
"구매  완료후 미쳐 보지 못했던 , 옷 재봉이 잘 못 되었는데 , 새로 옷을 받았어요 . 감사해요",5,1
색상이랑 소재 다 마음에 들어요. 품절돼서 못산게 있는데 빨리 입고 됐음  좋겠어요~ https://m.blog.naver.com/event_songdo/221764341719,5,1
사이즈 미스같으네요ㅜ.ㅠ,5,1
너무 마음에 들어요~ 잘 입힐게요! https://m.blog.naver.com/event_songdo/221764341719,5,1
등길이에 맞춰 주문했어요~ 너무 마음에 들어요. https://m.blog.naver.com/event_songdo/221764341719,5,1
목사이즈는 딱맞아서 걱정했는데 괜찮네요 잘 돌아다녀요.,5,1
강아지 요새 맨날입혀요 ㅎ,5,1
겨울에 입기에 딱좋아요.,5,1
천 소재가 참 괜찮아요,5,1
옷 정말 이쁘고 만족해요,5,1
너무 귀엽고 좋아요!!,5,1
너무 애기같고 이뻐요!!,5,1
백설공주옷 너무 예뻐요.,5,1
XL은 딱맞았고 2XL은 사이즈가 적당해서 입고서 잘 돌아다녀요.,5,1
최고!!너무 귀엽고 보들보들!!,5,1
다들 예쁘다고 칭찬 칭찬...^^,5,1
뷰들부들해요 너무 귀여워요,5,1
디자인이 넘 귀엽고 활동성애 전혀 방해가 안되네요. 조끼가 조금 더 컸었으면 더 좋았을듯,5,1
아기가 넘 좋아해요 기엽고 💙,5,1
너무 귀여워요ㅎㅎㅎ,5,1
너무 귀여워요ㅎㅎㅎ,5,1
너무 귀여워요ㅎㅎㅎ,5,1
너무예쁩니다 겨울이라 집이 추울까봐 시켜줬는데 너무 만족합니당 ㅋ,5,1
다른거랑 사이즈를 같은걸로 시켰는데 이건 많이 작네요 신축성도 없어서 아예 못입혀요ㅎㅎ 그래서 친구 강아지 줬어요 더 큰거 시켰어야했나봐요 그래도 옷은 깔끔하고 예뻐요,5,1
조금 작지만 잘쓸게여,5,1
지퍼채울때 털이 끼일까봐 걱정했는데 안끼게 잘 해놨네요 따뜻하게 잘 입힐게요,5,1
따듯해서 털밀고 입혓어용 3.2키로푸들,5,1
저번에 사이즈 작개 주문해서 반품하고 다시 주문했는데 너무 잘맞네요!! 너무 귀여오요,5,1
너무귀여워용ㅋ 큰사이즈들도들어왓으면 ㅜㅜ,5,1
좋아요 감사합니다 그리고 많이 파세요,5,1
좋아요 감사합니다 그리고 많이 파세요,5,1
좋아요 감사합니다 그리고 많이 파세요,5,1
진짜 넘 귀여워요 잘 입힐게오~,5,1
토순이조끼 건조기로10번정도 돌렸을때 줄어든 샷,5,1
잘입겠습니당 ㅎ ㅎ,5,1
추운데 두툼하니 잘 입히고 있어요~ 3.7키로 말티즈 m사이즈 이쁘게 잘 맞는 거 같아요ㅋㅋ핑크색은 처음 입혀봐서 서로 어색해 하는중인데 귀여워요٩(๑❛ᴗ❛๑)۶♡ 나중에 다른 옷도 사주고 싶어요!!,5,1
토순이쪼끼 눈하나떨어졋지만 면이 보들하니 따듯해서 넘좋아요,5,1
뒷다리까지 따뜻해보여서 좋습니다,5,1
수면조끼 만족이에요 따뜻하고 소재도 굳👍👍👍,5,1
수면조끼로 편하게 입고 벗기 좋아요👍👍👍,5,1
가격대비 만족합니다 감사합니다,5,1
목부분이 작네요 근데 귀야워 죽음,5,1
저렴한 가격에 좋네요~~,5,1
Xs치곤 너무 크네요.. 나중에 크면 입히려구요 디자인은 예쁘네요~,5,1
사이즈를 잘못 시켜서 좀 아쉽긴한데 옷자체는 사진이랑 똑같이 귀여워요ㅎㅎ,3,0
따뜻하고 가벼워서 좋아요 단추였으면 좋았을텐데 조금 아쉽네요,3,0
너무 예쁘고 편해보여요 잘 입힐게용^^,3,0
가격이 오프라인 보다 저렴하고 만듦새가 좋네요,3,0
좋아요 귀여워 죽겠어요 ㅋㅋㅋ,3,0
엠사이즈 치곤 조금 작은것 같아요,3,0
딱맞고 좋아요.!!,3,0
가격대비 품질이 괜찮아요 좀 크긴하나 애들도 커가니 맞춰서.입히면 될듯해요,3,0
너주 좋아용 ㅎㅎ 가성비최고,3,0
사이즈딱이에요 너무예버요,3,0
잘입고다녀요 사이즈넘좋앙ㆍ느,3,0
재질이 좀 아숩긴 하지만 따뜻할거 같아요.,3,0
말티즈4키로여서 라지샀는데 생각보다 조금 커요.. 그렇다고 너무 큰건 아니구 조금만 작았더라면  좋았을걸하는 생각이 들정도로.. 옷은 너무 이뻐요.. 근데 후리스토끼조끼는 털이 조금씩 빠져요..,3,0
너무 맘에 들어요. 목 부분이 꽉 끼는게 흠이지만 너무 좋네요,3,0
촉감도좋고 가격도 좋고 배송도 빠르고 좋아용,3,0
강아지가 정말 편하게 입고 있어요! 입혀달라고 할정돕니다 겨울이라 집이 추울때가 있는데 실내복으로 입히기 딱좋아요,3,0
이쁘고 배송빠르고 만족합니다 ^^,3,0
옷이 너무 잘어울리고 보들보들 하고 따뜻한거 같아요 장난감도 너무 잘 가지고 놀아요^^,3,0
퀄리티 좋아오. 사이즈도 좋네요,3,0
아직도 잘 입고 다녀요,3,0
아직도 잘 입고다녀요,5,1
아직도 잘 입고다녀요,5,1
아직도 잘 입고다녀요,5,1
아직도 잘 입고다녀요,5,1
아직도 잘 입고다녀요,5,1
아직도 잘 입고다녀요,5,1
귀여움 2배로 만들어주는 옷입니당,5,1
배송도 빠르고 이뻐요~,5,1
너무 귀여워요~~^^,5,1
백설공주 정말 예뻐요. 5.4키로 비숑인데 아가가 복부 비만인가.. L사이즈 작아서 교환해서 XL입는데 잘 맞아요. 교환 빠르고 옷도 이쁘고 강추합니다,5,1
한사이즈 크게 샀는데 딱 맞아요!,5,1
감사합니다 배송이 생각보다 빨라서 좋았어요 많이 파세요,5,1
강아지가 믹스견이라 조금작긴한데 디자인도사진이랑똑같고 이뻐요!,5,1
너무 잘맞긴한대용 좀 사이즈가 작아요~ 4벌중 2벌은 교환해야 합니다! ㅠㅠ,5,1
옷이 편하게 나오고 신축성도 좋고 무엇보다 너무 예쁘네요ㅎㅎ!!많이 파세요~~,5,1
5.4비숑 XL 딱 맞아여ㅎ 사이즈 교환해서 입혓는데 교환도 빠르고 디자인도 예뻐요,5,1
색상은 생각했던것보다 어두워서 좀 그랬는데 입혀보니 따뜻하고 편안해요 근데 옷이 조금 커요,5,1
"사이즈,디자인,활동성 모두 우수하고 입혀놓으니 더욱 사랑스럽습니다~~ 추천합니다",5,1
"사이즈,디자인,활동성 모두 최고입니다!!",5,1
"사이즈,디자인,활동성 모두 최고입니다!!",5,1
"사이즈,디자인,활동성 모두 최고입니다!!",5,1
"사이즈,디자인,활동성 모두 최고입니다!!추천합니다~많이파세요",5,1
부드러운 소재로 착용감이 좋아서 편하게 입을수 있어요,5,1
따뜻하게잘 입히고 있어요,5,1
저렴하게 좋은 옷 구입해서 요즘 따숩게 입고댕겨요ㅎㅎ,5,1
지퍼가 위쪽에 있어서 괜찮은것같은데 그리 편한느낌은 아니네요  무난해요,5,1
실제로 받은 색상이 더이뻐요,5,1
상품 가격 대비 좋아요,5,1
상품 가격 대비 좋아요,5,1
상품 가격 대비 좋아요,5,1
이뻐요이뻐요이뻐요이뻐,5,1
코카라서 xxl시켰는데 작아요. 푸들같이 다리길고 날씬이들은 맞을지 모르겠는데 코카처럼 덩치있는 아이들은 엉덩이부분이 짧고 가슴넓이도 폭이 작네요. 한치수크게 시켜야되는데 3엑스라이는 없겠죠.,5,1
같은 사이즈라도 조금씩 편차가 있으니 꼭 강쥐 등길이 목둘레 재어 보고 구매하세요.,5,1
가격 품질은 괜찮으니 꼭 싸이즈만 확인후 구매하세요,5,1
갈색푸들인데도 넘넘 귀여워요~ 이뻐죽음~,5,1
옷너무예뻐요 배송도 빠르고 다음에또 구매할께요,5,1
지퍼로 구매시 조금 큰걸로 구매하세요,5,1
목줄 구멍이 너무 등쪽 밑으로 내려가 있는거 같아요,5,1
가격이 착하고 품질도 좋습니다. 너구리 너무 귀엽네요. 저희 아지가 너구리가 됐어요. ㅎㅎ 거기다 푹신푹신해서 정말 따뜻할거 같아요.  완전 강추입니다. 감사합니다~,5,1
디자인은 사진과 비슷한데 사이즈가 좀작앗던거 같아요 그래도 잘입고 잇네요,5,1
소재가 너무 부드럽고 편해서 애기들이 옷안입은 것처럼 활동을 잘해요,4,1
소재가 너무 부드럽고 편해서 애기들이 옷안입은 것처럼 활동을 잘해요,4,1
소재가 너무 부드럽고 편해서 애기들이 옷안입은 것처럼 활동을 잘해요,4,1
소재가 너무 부드럽고 편해서 애기들이 옷안입은 것처럼 활동을 잘해요,4,1
소재가 너무 부드럽고 편해서 애기들이 옷안입은 것처럼 활동을 잘해요,4,1
소재가 너무 부드럽고 편해서 애기들이 옷안입은 것처럼 활동을 잘해요,4,1
소재가 너무 부드럽고 편해서 애기들이 옷안입은 것처럼 활동을 잘해요,4,1
우리 강아지에게 잘어울려요,4,1
좋아요 마음에 들어요,4,1
강아지가  입어보니  좋아요,4,1
작아용 ㅋㅋㅋ 중형견은 귀여위질수없는것인가,4,1
저렴하게 잘샀어요 잘 맞네요,4,1
저렴하게 잘샀어요 잘맞아요,4,1
저렴하게 잘샀어요 잘맞네요,4,1
작아서 못 입어요 ㅜ.ㅜ,4,1
작아서 못입어요..,4,1
실내복으로 샀는데 너무 귀여워요  원단도 좋고 색도 아이보리로 이뻐요,4,1
2키로 되는 아이 키우고있습니다! 소재도 엄청 부들부들하구 좋아요 사이즈가 애매해서 큰사이즈로 시켰는데 목부분 꼬매서 입히고 있습니당~추천해요!,4,1
2키로 되는 아이 키우고있습니다! 소재도 엄청 부들부들하구 좋아요 사이즈가 애매해서 큰사이즈로 시켰는데 목부분 꼬매서 입히고 있습니당~추천해요!,4,1
ㅋㅋㅋ 작아용 주형견용이있으면좋겧엉,4,1
다른 옷에 비해 작게 나온 거 같아요. 껴요. ㅔ,2,0
색도 이쁘고 다 좋은데 ㅠㅡㅠ 티셔츠 사이즈로 나온거같아요 좀 작아요  사이즈표 보고 샀는데.. 등 길이도 맞고 가슴둘레도 괜찮은데 목부분이 좀 불편하게 나왔어요,2,0
이뻐요  집에서 실내복으로 입히려고 샀고  팔이 없어서 활동성도 좋은편이에요,2,0
좋아요 이뻐요 천도 좋아요,2,0
강아지한테 너무 잘 어울려요 ㅎㅎㅎ 많이파세요~~,2,0
강아짛ㄴ테 너무 잘아울려요 ㅎㅎ많이파세요~~,2,0
좋아요.뽀글이 털이 맥없이 쏙 빠지긴 하지만ㅡㅡ잘 입을게요,2,0
맘에드는 색으로 구입했어요! 너무 맘에들어요~ 근데 아랫쪽엔 헐렁하고 목쪽은 꽉 쪼여요. 우래기 몸통이 그런가봐요 ㅎㅎㅎ 오늘의 추웠는데 벌벌떨다가 이거 입혀주니 괜찮아지더라구요! 다음에 이쁜옷 또 구매할게요^^,2,0
개타고니아 구매했는데 첨에 사이즈 교환 했어요 다행히 잘 맞구 너무 이뻐요  담에 베이지색도 구매 할게요~~,2,0
아직 아기라 조금 큰 사이즈샀는데 좀만 더 크면 맞을것 같아요. 예쁩니다,2,0
생각보다 이뻐요 따뜻하게보낼수있겠어요,2,0
닥스훈트인데 추위를 많이타요 후리스라 따뜻한가봐요,2,0
저희 강아지가 추위를 많이 타서 옷을 꼭 입고싶어해요~ 귀엽고 편한지 좋아하네요,2,0
옷이 가격대비 너무 괜찮아요 장난감도 귀엽구요~,2,0
생각보다면이 얇지않고 약간도톰하니좋고 디자인도 예쁜데 라지사이즈가 좀 작게나온거같아요 ㅠㅠ그래도 맘에들어요ㅎㅎ,2,0
너무 귀여워요 공주 됐당~♥,2,0
너무 귀여워요 잘 샀어요 만족합니다,2,0
가성비 좋은 옷 귀엽게 잘 입고 있네요~,2,0
하... 말할 필요가 없어여... 존귀탱,2,0
따뜻하게 입힐수있을것같아요,2,0
사이즈가 마니작네요 ㅠㅠ 큰애줄라고 삿는데 넘작아서 작은애 입힙니당...,5,1
사이즈가 마니작네요 ㅠㅠ 큰애줄라고 삿는데 넘작아서 작은애 입힙니당,5,1
가격대비 제품의 질이 상당히 만족할 만하네요^^,5,1
아주 좋아요 ㅋㅋㅋ,5,1
가성비가 뛰어납니다.,5,1
가성비가 뛰어납니다,5,1
사이즈도 잘맞고 입히기 편해요~^^,5,1
귀엽고 적당해서 좋아용,5,1
작을줄알고 걱정했는데 넉넉하니좋아요,5,1
너무예쁘고 좋아요 또구매할게요ㅎ,5,1
귀엽고 화면이랑 똑같아요. 지퍼가 배쪽으로 있어서 잠그려면 애를 눕히고 잠가야 하는데 난리를 쳐서 조금 힘들긴 하네요 복종 할 줄을 몰라서.. 요령 생겨서 이젠 좀 잘해요. 2키로 좀 넘는데 사이즈 M 잘 맞아요.,5,1
가성비 짱이네요 너무 귀여워요 건조기에 돌리면 옷이 줄어들까봐 한 치수씩 크게 샀는데 잘한 거 같아요^^ 한마리11키로 x3사이즈 시켰구요 한마리 5.3키로xl 사이즈 시켰습니다,5,1
보들보들하고 너무 귀여워요!!,5,1
제품의 질이 좋습니다.재구매 하겠습니다,5,1
귀여워요 겨울이라 추워서 집에서 입히려고 샀어요. 노견이라 최대한 부들부들하고 편한걸로 구매했고 2키로 조금 넘고 말랐는데 M 사이즈 잘 맞아요.,5,1
우리 강아지에게 잘어울려서 두벌 추가주문합니다^^,5,1
강아지 입히기에 귀여워요,5,1
강아지 입히기에 귀여워요,5,1
"재구매 하네요,,,,,",5,1
아주 잘 입고 있어요~ 너무 좋아요. 올겨울은 요거로 만족합니다.,5,1
사이즈가 마니작네요 ㅠㅠ 큰애줄라고 삿는데 넘작아서 작은애 입힙니당...,5,1
사이즈가 마니작네요 ㅠㅠ 큰애줄라고 삿는데 넘작아서 작은애 입힙니당,5,1
가격대비 제품의 질이 상당히 만족할 만하네요^^,5,1
아주 좋아요 ㅋㅋㅋ,5,1
가성비가 뛰어납니다.,5,1
가성비가 뛰어납니다,5,1
사이즈도 잘맞고 입히기 편해요~^^,5,1
귀엽고 적당해서 좋아용,5,1
작을줄알고 걱정했는데 넉넉하니좋아요,5,1
너무예쁘고 좋아요 또구매할게요ㅎ,5,1
귀엽고 화면이랑 똑같아요. 지퍼가 배쪽으로 있어서 잠그려면 애를 눕히고 잠가야 하는데 난리를 쳐서 조금 힘들긴 하네요 복종 할 줄을 몰라서.. 요령 생겨서 이젠 좀 잘해요. 2키로 좀 넘는데 사이즈 M 잘 맞아요.,5,1
가성비 짱이네요 너무 귀여워요 건조기에 돌리면 옷이 줄어들까봐 한 치수씩 크게 샀는데 잘한 거 같아요^^ 한마리11키로 x3사이즈 시켰구요 한마리 5.3키로xl 사이즈 시켰습니다,5,1
보들보들하고 너무 귀여워요!!,5,1
제품의 질이 좋습니다.재구매 하겠습니다,5,1
귀여워요 겨울이라 추워서 집에서 입히려고 샀어요. 노견이라 최대한 부들부들하고 편한걸로 구매했고 2키로 조금 넘고 말랐는데 M 사이즈 잘 맞아요.,5,1
우리 강아지에게 잘어울려서 두벌 추가주문합니다^^,5,1
강아지 입히기에 귀여워요,5,1
강아지 입히기에 귀여워요,5,1
"재구매 하네요,,,,,",5,1
아주 잘 입고 있어요~ 너무 좋아요. 올겨울은 요거로 만족합니다.,5,1
한마리는 11키로 한마리는 5.3키로 X3 xl 사이즈 잘맞아요 가성비짱 귀여워요,5,1
사이즈 미스로 교환하긴했지만 잘 맞고 예쁘네요. 배송도 빨라요~,5,1
사진이 훨씬 더 이뻐요.  크기는  큰편입니다.,5,1
세상 너무너무너무 예뻐요,5,1
엠사이즈 치곤 작은것 같아요,5,1
잘 입히고 있어요 ㅎ,5,1
별로 입히지도 않았는데 리본이 뜯어져요,5,1
옷이 너무 작게 나온거 같아요,5,1
너어어무 너무 귀여워요ㅠㅠ♡,5,1
좋아요 좋아요 좋아요 좋아요 좋아요,5,1
재질이 부드러워서 좋았어요 잘입히고 다니고있습니다,5,1
빠른 배송 감사합니다,5,1
배송이 빨라서 좋았습니다 울 강아지가 좋아하네요,5,1
어무니가 산 옷중에 젤 이쁘다네요! 나중에 색깔별로 살 예정이에요 이뻐요~,5,1
졸귀탱 너무잘어울리죠 우리냥,5,1
배송이빨라 좋아요 따뜻한지 입으니 좋아하네여,5,1
사이즈도 딱 맞고 만족합니다. 너무너무 귀여워요ㅠ,5,1
아직 한 겨울이라 사용 전이지만 사이즈 좋아요,5,1
두번째 구매인데 싸고 면소재이고 세탁후에도 보풀없네요.,5,1
털이빠지고 앞다리부분 작은거 빼곤 이뻐요 ㅎ,5,1
너무너무너무너무 귀여워요ㅠㅠ♡,5,1
예쁘고 착한 가격에 득탬했어요.,5,1
착한가격 이쁜옷 좋아요.,5,1
예쁘게 잘입고 있어요.,5,1
작아요 라지 살 걸 그랬어용,5,1
실내에서 입히기 좋아요,5,1
집에서 입히고 좋네요,5,1
라지 살 걸 그랬어용,5,1
사이즈가 생각보다 살짝 작지만 귀엽네요,5,1
댕댕이 실내복으로  좋아요,5,1
입은 모습보니 넘 이뻐요~사이즈도 딱 이여요,5,1
울 애기  입혀놓으니  넘 예쁘네요,5,1
정말 잘산거 같아요~~아주 잘맞아요~,5,1
요새 사람한테도 유행하는디자인이라서 강아지랑 커플룩으로 입고 산책갔다왔어요 사람들이 어디서 산거냐고 많이 물어봐서 도그아이 홍보하고 다녔네요 여기 관계자도 아니면서;,5,1
너무 귀여워요 이거 입히고 산으로 산책갔다왔더니 저건 너구리야 멧돼지새끼야 라는 소리 할머니 할아버지한테 5번쯤 들었어요 참고로 우리 강아지 올블랙 프불입니다 ㅎㅎㅎ 눈속임용으로 입히고 산에가기 좋아여,5,1
"XS인데 미니사이즈 아가랑은 맞지를 않은거 같아요..품이 많이 커요..하지만 디자인과 재질, 단추질감 다 맘에듭니다..한참 후에 쓰게 될듯요",5,1
사이즈가 생각보다 작아서 걸을때 뒷발이 존 불편하더라구요,5,1
이것도 디자인도 이쁘고 다 좋은데 허리 길이가 좀 길어서 강아지 똥꼬가 가려지네요 옷입고 똥싸기는 좀 힘들듯 ㅎ,5,1
이쁘게 잘 맞아요~,5,1
이쁘게 잘 맞아요~,5,1
이쁘게 잘 맞아요~,5,1
이쁘게 잘 맞아요~,5,1
강추  드려요 만족합니다 ~~,5,1
강추  드려요 만족합니다 ~~,5,1
사이즈는 정사이즈인데 강아지가 허리길이가 좀 짧아서 옷 엉덩이 부분에 똥꼬가 가려지네요 ㅎㅎ 그거빼고는 다 만족스러움!,5,1
닥스훈트라 허리도 길고 가슴둘레도 두꺼워서 일부러 큰사이즈를 시키긴했는데 생각보다 좀더 헐렁했던것같아요ㅠㅠ그래도 제가 바느질좀해서 입혔더니 괜찮네요ㅎㅎㅎ겨울이라 수면재질로 삿는데 진짜 넘 귀여워요ㅠㅠ,5,1
귀여워요 따뜻해보여요 근데 사이즈가 좀작아서 다른색상으로 구매할거에요,5,1
2xl입는 강아지한테 xl로 입혔더니 완전 근육돼지처럼 꽉맞아요 그래도 얘가 xl는 작고 2xl는 좀 큰 감이있어서 xl도 잘입히고 있네요 신축성있는 옷인것같아요,5,1
울 애기가 조금 뚱뚱한데 잘 늘어나서 편해요,5,1
괜츈 귀야워요 따시해요,5,1
생각보단 이뻤어요 만족,5,1
너무 기여워요 만족,5,1
옷을입힐때 목이불편해요,5,1
받자마자 너무 부드러워서 놀랫어요~  겨울이라 산책할때 입히려고 삿는데 다른옷입느라 아직 못입어밧네요~ 조만간 입힐건데 안입어바도 이쁠거닽아요~  아가가 옷만보면 너무 좋아해요~,5,1
조 아 요 조 아 요,5,1
5.2키로 라지가 애매하지만 길이는 짧고 품은 맞고 쪼이지는 않으니까 입혀요,5,1
옷이 저렴해서 털은 조금 빠지지만 한번 돌돌이 하고 세탁하면 될거같아요 ㅎㅎㅎ 배송도 빠르도 좋아요 많이 파세요,5,1
배송 빠르고좋아요~!!!,5,1
가볍고 부드러워 좋아오,5,1
이뻐요 근데조금크네요,5,1
잘입혔어요ㅎㅎㅎ괜찮네요,5,1
냥이가 너무 잘어울리고예뻐뇨,5,1
아가가 따뜻하고 조아해요,5,1
천도 보들보들하니 잘늘어나고좋네요ㅎㅎ,5,1
뭔가 입히면 할머니 느낌나요 ㅋㅋㅋ 그래도 귀여워요,5,1
배송도빠르고  좋은제품싸게 잘샀네요 다음에 또살께요,5,1
옷은이쁜데 사이즈가 작네요 귀찮아서 걍 입혀요,5,1
옷에 있는 털이 자꾸 떨어져요 ㅋㅋ 그리고 앞다리 넣는 부분이 넘 작아요ㅠ 사진용량이 커서 용량 줄이느라 어플 썼는데 색깔은 화면 그대로예요 ㅎㅎ,5,1
옷은이쁜데 사이즈가 미스~~ㅜㅜ,5,1
생각보다 사이즈가 작아요 ㅠㅠ,5,1
가볍게 입혀줄려고 샀는데 너무 귀엽네용 부드럽고 ㅎㅎ 잘어울려서 좋아용,5,1
생각보다 작아보여서 걱정했는데 입혀보니 딱 맞네요 만족합니다,5,1
너무 귀여워요~~~ 최고에요~,5,1
저렴하게 잘 산 것 같아요 색이 화면과 똑같지는 않아용!,5,1
저렴하게 잘 샀어요! 색이 화면이랑 똑같지는 않아용,5,1
저렴하게 잘 샀어요! 색이 화면이랑 똑같지는 않아용,5,1
가격에비해만족합니다,5,1
넘넝  이뻐요  작을가바   걱정이였는데  m사이즈  딱 맞네요,5,1
보들보들하구 넘 귀여워용,5,1
엉덩이부분에 신축성이 하나도없어서 뒷다리가 안 들어가요 너무 찡겨요 엉덩이가ㅠㅠ 불편해서 벗어버리네요.. 디자인은 너무 귀여워요!!,5,1
배송 빠르구요 강아지 조끼 부들부들하고 따뜻할것 같아요 저희 강아지 스피츠 8키로인데 투엑스라지 사이즈 잘맞아요 입으니까 귀여워요^^,5,1
원단도  부들부들   아이도   편해 하는거  같아요  넘  이뻐요,5,1
옷은너무이쁜데 좀 뻣뻣해서 움직이기 불편해하네요ㅠㅠ,5,1
처음엔 팔이 너무 불편해보여서 안 입힐려고 했는데 입히다 보니 활용도 높고 빨래후에도 보풀없고 면이고 두께감 적당하고 좋아요. 단. 꼭 한치수큰걸로 사야함,5,1
팔이 없는 옷이라 아이가 뛰어다니기 편하고 후드도 똑딱이로 고정할 수 있어서 편한거같아요~ 재질은 포근하고 부드러워요!수면담요느낌ㅎ (리뷰영상 찍고보니까 텍 안뗀건 안비밀...ㅋㅋㅋ),5,1
리뷰보고 주문했어요^^,5,1
"친구들이 넘쪼꼬미 같데요 ㅠㅠ 핑꾸핑꾸해서 그런가 진짜 이쁘고,,, 저희애가 프렌치라서 목이 좀 작은데 벗겨지지 않아서 잘 입히겠습니당",5,1
한치수 작은걸로 구입하세요. 옷은 가격대비괜찮아요,5,1
좀 크게 주문해달래서 m샀어요 펫타고니아는 딱 맞는데 패딩은 좀 커서 애가 발을 빼버리네요ㅠㅠ 입히면 예쁘고 좋아요!!,5,1
따땃하시 가볍고 좋아요.,5,1
따땃하시 가볍고 좋아요.,5,1
따땃하시 가볍고 좋아요.,5,1
따땃하시 가볍고 좋아요.,5,1
